docid,title,snippet1,snippet2,snippet3,Q1_score,Q2_score,Q3_reason,other_text,ManualBiasLabel,outletLabel,Correct
6c3aa4f5-8751-491f-8dd0-5b57d9a9f8e8,Supreme Court blocks Obama immigration plan in 4-4 tie,"President Obama lost his bid to kick-start his deportation amnesty Thursday after the Supreme Court deadlocked 4-4, keeping in place a lower court’s injunction, nixing the policy for the rest of Mr. Obama’s tenure and igniting political and legal debates that will carry on well beyond.","Mr. Obama said the ruling “takes us further from the country we aspire to be,” and vowed to protect most illegal immigrants from deportation anyway, saying his discretionary powers remain intact.","Homeland Security officials are also working on a policy of expanding “hardship” waivers, which would allow illegal immigrants to remain in the U.S. to care for family members.",2.5,-5.0,"[""6""]",,Right,Right,True
d8cb48cf-df8b-4a63-a7fd-ccec41df0c2b,The Devastating Aftermath Of The Supreme Court’s Immigration Decision,The U.S. Supreme Court issued a decision on Thursday that will halt President Barack Obama’s plan to defer the deportation of millions of undocumented immigrants in the country — deadlocking over a controversial executive action on immigration that now leaves the fate of the undocumented population in limbo.,"The 4–4 decision will effectively leave in place a lower court’s ruling that blocked the president’s 2014 initiative to expand the Deferred Action for Childhood Arrivals (DACA) and Deferred Action for Parents of Americans (DAPA) initiatives, which allow undocumented parents of Americans to receive temporary deportation relief and work authorization for up to three years.","The Supreme Court may be divided on the DAPA and DACA programs, but the American public is not. A full 73 percent of Americans, including 65 percent of Republican voters, support DAPA and expanded DACA, according to a Public Religion Research Institute poll released Thursday.",0.0,0.0,"[""1"",""5""]",,Left,Left,True
162dd30f-423e-42b3-8ac4-73731bc4fa59,Surprise! Affirmative Action Just Won A Victory No One Expected In The Supreme Court ,"For the last several years, supporters of affirmative action have awoken every day justifiably fearing that the courts would bring race-conscious university admissions policies to a swift end. The 2006 appointment of Justice Samuel Alito gave conservatives a solid majority on the Supreme Court, and Justice Anthony Kennedy, the closest thing the Court has to a swing voter on issues of race, has not historically been sympathetic to affirmative action.","Fisher v. University of Texas at Austin, which the Supreme Court decided on Thursday, was the vehicle opponents of affirmative action chose in order to kill the programs. And, as this case proceeded through one of the most conservative federal appeals courts in the country and then, to two separate trips to the Supreme Court, it looked likely that affirmative action was on its death bed. Worse, for defenders of race-conscious programs, Justice Elena Kagan was recused from Fisher, so Justice Antonin Scalia’s recent death appeared unlikely to change the outcome in this case.","In the meantime, however, affirmative action survives another day. That’s an outcome few people thought possible when Fisher first reached the Supreme Court.",5.0,5.0,"[""6""]",,Left,Left,True
5d1435b9-edf9-4f78-a858-261667b3f516,Supreme Court upholds use of race in university affirmative action case,"The Supreme Court on Thursday upheld the use of race in college admissions for the University of Texas, rejecting a challenge brought by a white woman to the affirmative action program.","The court ruled for the university in a tight, 4-3 decision, marking the second time the court has affirmed the use of race in the admissions process. The decision will make it easier for public universities to justify compelling reasons for a limited use of race criteria in admissions.",Fox News' Bill Mears and The Associated Press contributed to this report.,-2.5,0.0,"[""5"",""4""]",,Right,Right,True
34d898f9-c0d7-4438-bea5-5e582676f90b,Affirmative Action Survived The Supreme Court. Here’s Why That Matters. ,"On Thursday, the U.S. Supreme Court upheld an affirmative action program at the University of Texas at Austin in a 4–3 decision, after a lengthy legal battle over the policy. The decision hands a big victory to supporters of race-conscious affirmative action.","The lawsuit began in 2008 when the plaintiff in Fisher v. University of Texas at Austin, Abigail Fisher — who is white — argued she was denied admission to the university based on her race.","For instance, both universities and K-12 schools that have diverse student populations have lower racial bias among students, and help students build their critical thinking skills and problem-solving skills. And despite arguments that students of color can’t succeed at prestigious colleges — an argument the late Justice Antonin Scalia mentioned when the court heard the case last year — research shows the opposite: students of color actually do better the more selective the college is.",2.5,-5.0,"[""6""]",,Left,Left,True
de0fef0c-23e8-4dc7-8773-3ea858e10cb0,BREAKING: Tie Vote In Supreme Court Deals Devastating Blow To Millions Of Immigrants,"In an anti-climatic end to what, at one point, appeared like it would be one of the most important immigration cases to reach the Supreme Court in decades, the justices split 4–4 on Thursday on a challenge to Obama administration programs that could have allowed nearly 5 million undocumented immigrants to temporarily work and remain in the country. Though this decision is a tie and will not bind future court decisions, it is, in effect, a shattering loss for the immigrants who hoped to benefit from these programs.","The plaintiffs in this case, led by the state of Texas, appear to have actively shopped around for a trial judge who is openly hostile to immigrants. That strategy has now paid off. The trial judge, Judge Andrew Hanen, issued an unusual nationwide injunction halting the new immigration programs. And a split decision in the Supreme Court is not enough to lift that injunction.","Whether they can be revived in the next presidency, moreover, will depend as much on who controls the Senate as it will on who controls the White House. Because if a ninth justice cannot be confirmed next year, it is unlikely that any current member of the Court will change their mind about this case.",-2.5,5.0,"[""6""]",,Left,Left,True
52c2af46-de16-4d6c-9945-cdb5ca7a4b70,"Sarah Palin, Gov. Jindal, 'Duck Dynasty' fans react to Phil Robertson's suspension by A&E","Governors, former Vice Presidential nominees -- just about everybody has an opinion about the ""Duck Dynasty"" brouhaha.",Sarah Palin was one of many of the show's fans to take to social media after news hit that Phil Robertson had been indefinitely suspended by A&E following his controversial statements about homosexuality in an interview with GQ Magazine.,"Robertson may appear in some previously taped scenes when ""Duck Dynasty"" returns Jan. 15 for its fifth season, a network rep said.",2.5,-2.5,"[""1"",""5""]",,Left,Right,False
7c036fff-6b2d-42d7-b1be-63e234a661f8,‘You will be made to care’,"When I was a boy attending Wolfsville Elementary in Western, Maryland, a teacher took a poll to see what we wanted to be when we grew up. “Farmer” was the number one answer. “Truck driver” was number two. One of my classmates — a distant cousin — didn’t even get indoor plumbing until we got to middle school. This gives you an idea of the milieu.","Today, I live in Northern Virginia. I take the Metro. I have a pet pug. Sometimes, I wear those nerdy glasses like the guy from Weezer. I’m vaguely aware of “Arcade Fire’s” oeuvre. My wife shops at Whole Foods, which (depending on your point of view) makes me both patriarchal and a hipster.",Just when I thought I was out…they pull me back in.,5.0,0.0,"[""1"",""5""]",,Center,Right,False
c79f8bca-ae3f-4c8c-b319-413004e05263,"'Duck Dynasty' Star Phil Robertson Makes Anti-Gay Remarks, Says Being Gay Is A Sin [UPDATED]","Not only does ""Duck Dynasty"" star Phil Robertson fail to understand what it's like to be gay, but he also thinks homosexuality is a sin comparable to bestiality.","In a shocking new interview with GQ's Drew Magary, Robertson -- the 67-year-old patriarch of the Duck Commander kingdom that earned his Louisiana family a fortune and a hit A&E series -- opened up about ""modern immorality"" and the gay community.",UPDATE at 12:33pm ET: A representative from A&E sent the following statement to The Huffington Post from Phil Roberston in response to the controversy:,-5.0,-5.0,"[""0"",""5""]",,Left,Left,True
785e479b-4cc4-4c56-9596-d3cf7cc5791f,Why The Racist And Homophobic ‘Duck Dynasty’ Comments Have Nothing To Do With Free Speech ,CREDIT: @BoycottAETV,"On Wednesday, Duck Dynasty patriarch Phil Robertson made comments in a GQ interview condemning homosexuality as sinful and comparable to bestiality, as well as claiming that African Americans were better off under Jim Crow laws. A&E;, the network that airs the program, has since suspended Robertson from filming, prompting conservatives to rush to his defense. Even some prominent lawmakers are insisting that his free speech is in danger.","All of this is emblematic of free speech. Free speech allows citizens to say things that are offensive and unpopular and it allows other citizens to disagree, as well as to choose whether to provide an ongoing platform for those remarks. If anything, the claim that Robertson’s free speech has somehow been inhibited is just a straw man to avoid addressing the merits of what he actually said: that all gay people are going to Hell and that African Americans don’t deserve a seat at the lunch counter.",2.5,-2.5,"[""0"",""5""]",,Left,Left,True
91edd0d3-eead-4c4b-9091-6b922d94cb2f,Petition defends ‘Duck Dynasty’ star over vagina comments,A Christian organization has launched a petition to end the persecution of “Duck Dynasty” star Phil Robertson after he declared heterosexual sex to be his favorite kind.,"The petition at IStandWithPhil.com, which calls for Robertson to be taken off suspension at his show’s cable network, A&E, has gained more than 2,300 signatures as of mid-morning Thursday. The petition was created by the Christian group Faith Driven Consumer.",Follow Patrick on Twitter,-2.5,-2.5,"[""5"",""4""]",,Right,Right,True
0befc1d8-e3e9-43c2-bac8-1105377b63a9,NOM All In On Duck Dynasty: ‘Homosexuality IS A Sin… And Degrading To The Human Soul’ ,"The National Organization for Marriage (NOM) seems to have completed its disintegration from an organization that presented polished “pro-marriage” talking points to one that applauds homophobia and openly attacks homosexuality like the rest of its fellow opponents of marriage equality. Phil Robertson, patriarch of A&E;’s Duck Dynasty, said in a new GQ interview published Wednesday that homosexuality is a sin comparable to bestiality, adultery, and prostitution, musing, “It seems like, to me, a vagina — as a man — would be more desirable than a man’s anus,” and NOM’s Brian Brown couldn’t agree more:","Well guess what — homosexuality IS a sin in the bible, and virtually every other sacred text out there. Engaging in homosexual sex IS considered by God to be sinful according to the teachings of most religions. And sin is NOT logical. Sin is deceitful, harmful and degrading to the human soul.","It seems that Robertson’s comments represent a new Chick-fil-A moment, a catalyst for conservatives to own their anti-gay beliefs and take umbrage when anybody criticizes them. However, as NOM’s losing record exemplifies, outright condemnations of “homosexual behavior” and the sweeping proclamation that people who are gay are defying God and bound for Hell — let alone that African Americans were better off without equality under the law — are not palatable talking points writ large.",5.0,2.5,"[""0"",""5""]",,Left,Left,True
a925ec23-c69a-43a4-a929-efab562ec79f,"Paglia: Duck Dynasty uproar ‘utterly fascist, utterly Stalinist’","This 2012 photo released by A&E shows, from left, Phil Robertson, Jase Robertson, Si Robertson and Willie Robertson from the A&E series, ""Duck Dynasty."" The A&E channel says ""Duck Dynasty"" patriarch Phil Robertson is off the show indefinitely after condemning gays as sinners in a magazine interview. In a statement Wednesday, Dec. 18, 2013, A&E said it was extremely disappointed to read Robertson's comments in GQ magazine. (AP Photo/A&E, Zach Dilgard)","The suspension of Phil Robertson from A&E’s Duck Dynasty is outrageous in a nation that values freedom, according to social critic and openly gay, dissident feminist Camille Paglia.",Follow Caroline on Twitter,2.5,5.0,"[""6""]",,Right,Right,True
64d628b6-00bd-4669-8f8f-90295dc63cc9,"What The ‘Duck Dynasty’ Scandal Tells Us About Race, Homophobia, And The Media ","Yesterday, Phil Robertson, the star of A&E;’s massively popular reality show Duck Dynasty, about a family that made a fortune selling duck calls to hunters, followed what’s now become a familiar cycle. He was quoted saying any number of intolerant things in a profile by Drew Magary in GQ, condemned by GLAAD, and swiftly suspended by his network for an indefinite period of time. The Duck Dynasty story has gone wider than this type of cycle normally extends, with Louisiana Gov. Bobby Jindal, normally a supporter of free enterprise, complaining that Robertson’s suspension is an example of how far our society has fallen from First Amendment principles. But variations aside, the Robertson kerfuffle is the perfect scandal with which to end our year in popular culture for what it tells about the lines reality television tries — and increasingly fails — to walk, who has power to marginalize political ideas in popular culture, and how conservatives will try to defend the holdouts they’ve carved out for themselves in mass media.","The most revealing thing about Robertson’s remarks about homosexuality in GQ is really the extent to which his comments about homosexuality are on-brand for A&E.; Jase Robertson told Magary that the three things his family wanted their show to be about were “faith, betrayal of family members, and duck season.” As is clear in the profile in GQ, A&E; has tried to walk a fine line between portraying the Robertsons as religious Christians without spotlighting the parts of their beliefs that have the potential to cause precisely the kind of firestorm that resulted yesterday. “There are more things Phil would like to say — ‘controversial’ things, as he puts it to me — that don’t make the cut,” Magary writes. This dilemma of wanting part of a reality television cast member’s personality, but only the parts that will make you money, is one that faced CBS’s Big Brother this year, too, after discovering that the ways in which a number of their controversial and colorful cast members were controversial and colorful was that they were enormously ignorant racists.","It’s easy, I suppose, to dismiss the coverage of Robertson’s remarks, his suspension, and Jindal’s follow-up as all-too-predictable. But in 2013, that’s precisely why the cycle of the scandal matters. We’ve reached a point where the monetization of controversial figure as entertainment, their inevitable line-crossing, the organizations that exists to police that line-stepping, and the outrage that accompanies networks’ moderation of their own business strategies is an institution in and of itself. The relationships between all players in the cycle are symbiotic. But the power to influence culture and determine which political ideas are mass-marketable is decidedly real.",-5.0,0.0,"[""1"",""5""]",,Left,Left,True
42a0ee41-9e96-446e-8ed9-bda879fe7f53,"Glenn Beck, Michael Moore call NSA whistleblower Edward Snowden a hero","Conservative radio commentator Glenn Beck and liberal Hollywood movie-maker Michael Moore have found common ground on the National Security Agency whistleblower, Edward Snowden: He’s a hero.","Both took to Twitter to opine on their favorable impressions of the information leaker, Politico reported.",And Mr. Moore‘s: “Hero of the Year #EdwardSnowden NSA tech assistant reveals he is the source of stories on U.S. Gov’t domestic spying.”,-5.0,-5.0,"[""0"",""5""]",,Center,Right,False
bd821dbb-8ac4-4a3b-9f4f-39aef8f26844,AP Editor: Do Not Describe Edward Snowden As A 'Whistleblower',The Guardian has labeled Edward Snowden a whistleblower after the NSA contractor revealed himself Sunday as the source for several recent surveillance scoops.,"But some news organization have been less quick to describe Snowden as a ""whistleblower,"" opting instead for terms like ""source"" or ""leaker.""","The AP's style guidelines are often followed in newsrooms, where discussions about Snowden -- and his motivations -- are surely taking place today among editors and reporters. The full memo is below:",0.0,2.5,"[""0"",""5""]",,Center,Left,False
dd518bb3-8c4f-493c-a9d9-1bfabf9b4cd0,The NSA Leak And Why You Should Never Piss Off Your IT Guy ,"When The Guardian revealed the source of the NSA leaks Sunday, he turned out to be a twenty-nine year-old who was essentially a contracted IT guy for the agency without a background in national security policy, despite earlier claims by the Washington Post that they came from a “career intelligence officer.”","While leaker Edward Snowden says that he was a spy for almost his whole adult life, his background suggest he wasn’t an agent so much as systems admin or engineer for most of it. He reportedly attended a Maryland community college to get enough credits for a high school diploma and was studying computing, but never completed the course work and later received a GED. He then enlisted in the Army in 2003 and become a security guard at a covert NSA facility at the University of Maryland. From there he leveraged his computer skills to get a job doing IT security with the Central Intelligence Agency (CIA), leaving in 2009 to become a private contractor serving at a variety of NSA locations — That’s the role where he became “hardened” as he watched President Obama advance “the very policies” he thought would be reined in.","However, the larger takeaway here is that as all sectors of our society have become more reliant on computer networks, system admins and IT professionals at large generally have much broader access to the information been carried across those networks than even the people directly responsible for the content flowing through the system. It’s certainly scary that the NSA wasn’t more careful about their custodial and auditing systems. But at its heart it looks like the reason the NSA documents are coming out now is the same reason you don’t want to look at porn at work: Your IT team sees all.",0.0,5.0,"[""5"",""4""]",,Left,Left,True
5abb7370-554c-47ba-a842-dbf03f665607,Fox News' Ralph Peters: 'Bring Back The Death Penalty' For Edward Snowden (VIDEO),"Fox News analyst Ralph Peters said Monday that Edward Snowden's leaks constituted ""treason"" punishable by execution.","Peters was speaking to Brian Kilmeade on ""Fox and Friends,"" and argued that no Americans have been hurt by the secret government surveillance programs that Snowden exposed.",(h/t Raw Story),-2.5,2.5,"[""5"",""4""]",,Right,Left,False
228737df-4bd9-4dc0-8d1d-720faf027a5b,"Daniel Ellsberg Calls Edward Snowden A 'Hero,' Says NSA Leak Was Most Important In American History","By publicly identifying himself as the leaker behind last week's NSA revelations, Edward Snowden has secured his place in media and political history.","ABC News called the leak ""one of the greatest national security leaks in recent American history,"" and in publishing his identity, the Guardian compared Snowden, a 29-year-old contractor with the NSA, to Daniel Ellsberg, perhaps the most famous leaker in history. It was almost exactly 42 years earlier, on June 13th, 1971, that the first batch of the Pentagon Papers were published in the New York Times.","However the story unfolds, Snowden has in all likelihood added his name to a select group of leakers who became nearly as famous as the secrets they revealed.",2.5,5.0,"[""6""]",,Left,Left,True
a8d8203a-4589-428e-aad2-ea802e471389,Thousands sign petition for Snowden’s pardon as he seeks asylum in Iceland,A White House petition requesting that President Obama pardon admitted National Security Agency whistleblower Edward Snowden is quickly amassing signatures as the 29-year-old former government contractor looks abroad for political asylum.,"Snowden came forward on Sunday to reveal his identity as the source behind the most recent NSA leaks, which were reported by The Guardian and The Washington Post last week.",Follow Josh on Twitter,2.5,5.0,"[""1"",""5""]",,Left,Right,False
86e4b1f5-89a0-4b1f-abf6-65d25d16e99d,"Suddenly, Taking Sexual Harassment Seriously Could Cost Al Franken","Yesterday I wrote that long-delayed reckonings about the harassment and potential crimes of Bill Clinton and Ted Kennedy are welcome, but they are arriving at a distinctly convenient time for the Democratic party.","Today we’ll see whether Democrats and various voices on the left are willing to confront inappropriate behavior on the part of a Democratic lawmaker in office. As our Theodore Kupfer writes below, KABC radio host Leeann Tweeden says that Senator Al Franken groped and forcibly kissed her on a USO tour in 2006. While most people are likely to respond to the photo, the described behavior deserves its own focus:","Democrats are likely to be divided in their responses. Senator Claire McCaskill of Missouri stated on Twitter, “I’m shocked and concerned. The behavior described is completely unacceptable. Comedy is no excuse for inappropriate conduct, and I believe there should be an ethics investigation.”",0.0,0.0,"[""5"",""4""]",,Left,Right,False
189d85a4-be9b-45c1-afaf-ba6a88e5ec64,"Al Franken, accused of groping broadcaster, says he’ll cooperate with Senate ethics probe","The renewed national debate on sexual assault and harassment reached Capitol Hill on Thursday after a television and radio show host accused Sen. Al Franken of unwanted kissing and groping more than a decade ago, drawing universal condemnation from both Democrats and Republicans.","Mr. Franken, Minnesota Democrat, said he remembered the facts differently than did Leeann Tweeden, who said the unwanted encounters came in 2006 while Mr. Franken was still a comic, as they were doing a tour to entertain American troops.","Copyright © 2018 The Washington Times, LLC. Click here for reprint permission.",2.5,5.0,"[""0"",""5""]",,Right,Right,True
b3e7ea43-4af5-449e-92a1-2642cf35a7a7,Radio Host Says Senator Al Franken Kissed and Groped Her,"Senator Al Franken was accused Thursday of kissing and groping a TV and radio host without her consent. Leeann Tweeden, who has previously worked for NBC and Fox Sports and currently works on “McIntyre in the Morning” on KABC/790 AM, wrote on the radio station’s website about her encounter with Franken.","It took place in 2006 when the two of them were a part of a USO trip to the Middle East, she writes. Franken had written a sketch that had the two of them kissing and, before they performed, he insisted they rehearse it despite Tweeden’s refusal.","Missouri senator Claire McCaskill will give $30,000 from the PAC to a “Missouri-based charity.” Ohio senator Sherrod Brown will give $28,000 to charities in his state, and North Dakota senator Heidi Heitkamp will give $10,000 to charities in her state.",2.5,2.5,"[""1"",""5""]",,Left,Left,True
81d149d2-3fd5-4815-86ef-9c615fd86f28,Sarah Palin: No One Would Harass Me Because They ‘Know I’m Probably Packing’ [VIDEO],Former Alaska governor and vice presidential candidate Sarah Palin gave one simple reason why she thinks no one has tried to sexually harass her.,"“I think a whole lot of people know I’m probably packing so I don’t think there’s a whole lot of people who would necessarily mess with me,” Palin told MSNBC reporter Kasie Hunt Thursday. “I don’t mean to be light-hearted about it, because it’s a serious issue,” Palin continued.","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",-5.0,5.0,"[""1"",""5""]",,Right,Right,True
7976d18f-9fe0-4ef3-a1aa-bdbadd84fc47,Meet The News Anchor Who Was Groped By Al Franken,"Leeann Tweeden attends the 27th Annual Cedars-Sinai Medical Center Sports Spectacular at the Hyatt Regency Century Plaza hotel on May 20, 2012 in Century City, California. (Photo by Frederick M. Brown/Getty Images)",News anchor Leeann Tweeden said in a story published Thursday that Democratic Sen. Al Franken groped and kissed her during a United Service Organizations tour in 2006.,"A post shared by Leeann Tweeden (@leeanntweeden) on Aug 27, 2015 at 4:37pm PDT",0.0,0.0,"[""0"",""5""]",,Right,Right,True
259b95ba-221b-42c2-b490-a318b5c75b00,Anthony Scaramucci Suggests Reince Priebus Is Leaking Info To The Press,Scaramucci: I don't like the activity that's going on in the WH. I don't like what they're doing to my friends. https://t.co/jvlXoX5iGs,White House communications director Anthony Scaramucci on Thursday suggested that White House Chief of Staff Reince Priebus is sharing confidential information to the press.,"“We agree with Anthony that these staggering number of leaks are undermining the ability of our government to function and to protect this country,” Justice Department spokeswoman Sarah Isgur Flores said. “Like the Attorney General has said. “Whenever a case can be made, we will seek to put some people in jail, and we will aggressively pursue leak cases wherever they may lead.”",5.0,0.0,"[""5"",""4""]",,Right,Left,False
1722436e-a76e-404d-aed9-fb946f9ef7aa,"In Vulgar Interview, Scaramucci Lashes Out At Bannon And Priebus","New White House Communications Director Anthony Scaramucci addresses the daily briefing at the White House in Washington, U.S., July 21, 2017. REUTERS/Jonathan Ernst",White House communications director Anthony Scaramucci attacked fellow senior aides Steve Bannon and Reince Priebus in a wild interview published Thursday by The New Yorker.,Updated at 6:37 PM EST with Scaramucci’s tweet.,0.0,2.5,"[""0"",""5""]",,Left,Right,False
f5bdcc87-eea0-4006-9860-f21d4241ff57,Everything Trump Does Must Be Viewed Through This Single Lens,Photo: Chip Somodevilla/Getty Images,"Most weeks, New York Magazine writer-at-large Frank Rich speaks with contributor Alex Carp about the biggest stories in politics and culture. Today: Trump’s attacks on his attorney general, the Senate’s health-care vote, and new messaging from the Democrats.","The recent Washington Post–ABC News poll finding that only 37 percent of Americans think that the Democratic Party “stands for something” — or, at best, “just stands against Trump” (52 percent) — rings true to me. The Democrats will inevitably rebound after Trump’s implosion as they did after Richard Nixon’s, but, as was the case in the short-lived Jimmy Carter interregnum of the 1970s, the party’s comeback will prove short-lived if there is not a blood transfusion of new leaders and genuinely “bold” ideas.",5.0,-2.5,"[""1"",""5""]",,Left,Left,True
6ed901bd-e66d-4993-92ec-9da8fd445e8f,Gingrich Lambasts ‘Full of Himself’ Scaramucci,"Former U.S. Rep. Newt Gingrich, with his wife Callista, addresses the press following meeting at Trump Tower (Kevin Hagen/Getty Images)","Former House Speaker Newt Gingrich railed against new White House Communications Director Anthony Scaramucci Thursday, calling him “full of himself” and “pugnacious.”","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",-5.0,-2.5,"[""5"",""3""]",,Right,Right,True
ce92bb57-d18b-4522-8a37-9678d96c8783,"Anthony Scaramucci uses vulgar language to lash out at Priebus, make fun of Bannon in interview",Newly appointed White House Communications Director Anthony Scaramucci is using vulgar language to lash out against Chief of Staff Reince Priebus and make fun of Senior Adviser Steve Bannon in a new interview.,"In a story published by the New Yorker on Thursday evening, Scaramucci asks writer Ryan Lizza to reveal who leaked the details of a dinner the president attended to him. He goes on to accuse Priebus of leaking.","“This is getting out of hand. I am honestly getting concerned for my safety in the office tomorrow. This type of behavior is unbelievable. Working in the White House and something like that is said, it is a disgrace,” the official said.",-2.5,5.0,"[""5"",""3""]",,Right,Right,True
